epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
84,3785.27,0.70248,0.47024,0.95997,0.86505,0.87845,0.90676,0.59971,0.98247,0.55153,1.24736,0.000668625,0.000222875,0.000668625,0.000222875,0.000668625,0.000222875,0.000668625,0.000222875
85,3829.72,0.69353,0.47053,0.95742,0.87219,0.87952,0.90363,0.60307,0.96927,0.55113,1.23229,0.0006315,0.0002105,0.0006315,0.0002105,0.0006315,0.0002105,0.0006315,0.0002105
86,3874.85,0.69677,0.47279,0.96201,0.89819,0.84382,0.9058,0.60261,0.96617,0.53997,1.23197,0.000594375,0.000198125,0.000594375,0.000198125,0.000594375,0.000198125,0.000594375,0.000198125
87,3920.14,0.69058,0.47271,0.96256,0.88017,0.85749,0.90046,0.60027,0.97267,0.54632,1.2367,0.00055725,0.00018575,0.00055725,0.00018575,0.00055725,0.00018575,0.00055725,0.00018575
88,3964.78,0.69103,0.46641,0.96189,0.88459,0.8508,0.90096,0.60052,0.97805,0.53649,1.24329,0.000520125,0.000173375,0.000520125,0.000173375,0.000520125,0.000173375,0.000520125,0.000173375
89,4009.98,0.6812,0.45943,0.95876,0.88775,0.86225,0.9092,0.60086,0.97996,0.52993,1.23989,0.000483,0.000161,0.000483,0.000161,0.000483,0.000161,0.000483,0.000161
90,4055.1,0.67127,0.45757,0.95295,0.89152,0.86348,0.90822,0.60039,0.97418,0.53303,1.24032,0.000445875,0.000148625,0.000445875,0.000148625,0.000445875,0.000148625,0.000445875,0.000148625
91,4101.47,0.65578,0.41144,0.91106,0.87221,0.86936,0.90706,0.58853,0.99811,0.53288,1.264,0.00040875,0.00013625,0.00040875,0.00013625,0.00040875,0.00013625,0.00040875,0.00013625
92,4146.47,0.62216,0.39009,0.90709,0.8934,0.85231,0.90817,0.59115,0.99116,0.52795,1.2573,0.000371625,0.000123875,0.000371625,0.000123875,0.000371625,0.000123875,0.000371625,0.000123875
93,4190.58,0.61959,0.38868,0.90413,0.88254,0.8654,0.90966,0.59589,0.98409,0.52779,1.25531,0.0003345,0.0001115,0.0003345,0.0001115,0.0003345,0.0001115,0.0003345,0.0001115
94,4234.96,0.61106,0.38011,0.89981,0.88517,0.87406,0.90403,0.59424,0.97999,0.5239,1.25052,0.000297375,9.9125e-05,0.000297375,9.9125e-05,0.000297375,9.9125e-05,0.000297375,9.9125e-05
95,4279.08,0.60118,0.37798,0.90017,0.88879,0.86721,0.90821,0.59642,0.97693,0.52855,1.2483,0.00026025,8.675e-05,0.00026025,8.675e-05,0.00026025,8.675e-05,0.00026025,8.675e-05
96,4323.18,0.60339,0.37374,0.89254,0.87754,0.87791,0.91221,0.59663,0.97927,0.5366,1.25205,0.000223125,7.4375e-05,0.000223125,7.4375e-05,0.000223125,7.4375e-05,0.000223125,7.4375e-05
97,4367.9,0.59684,0.3773,0.89253,0.89144,0.86437,0.9049,0.59611,0.97482,0.53224,1.24958,0.000186,6.2e-05,0.000186,6.2e-05,0.000186,6.2e-05,0.000186,6.2e-05
98,4412.14,0.60255,0.37585,0.89629,0.87948,0.86806,0.90532,0.59489,0.973,0.52608,1.24731,0.000148875,4.9625e-05,0.000148875,4.9625e-05,0.000148875,4.9625e-05,0.000148875,4.9625e-05
99,4456.16,0.59517,0.36793,0.89504,0.88572,0.86563,0.90517,0.59694,0.9736,0.52651,1.24939,0.00011175,3.725e-05,0.00011175,3.725e-05,0.00011175,3.725e-05,0.00011175,3.725e-05
100,4501.35,0.59412,0.37078,0.89048,0.88596,0.86653,0.90982,0.59545,0.97663,0.53139,1.25133,7.4625e-05,2.4875e-05,7.4625e-05,2.4875e-05,7.4625e-05,2.4875e-05,7.4625e-05,2.4875e-05
