frame,timestamp_sec,model,class_ids,class_names,elapsed_ms,fps,detections,detection_summary
158,5.267,yolov8n,1+3+0,bicycle+motorcycle+person,66.983,14.929,29,"bicycle:0, motorcycle:13, person:16"
159,5.300,baseline,0+1+2,ebike+driver+passenger,62.072,16.110,0,"ebike:0, driver:0, passenger:0"
159,5.300,bifpn,0+1+2,ebike+driver+passenger,57.626,17.353,0,"ebike:0, driver:0, passenger:0"
159,5.300,yolov8n,1+3+0,bicycle+motorcycle+person,63.515,15.744,30,"bicycle:0, motorcycle:14, person:16"
160,5.333,baseline,0+1+2,ebike+driver+passenger,58.657,17.048,0,"ebike:0, driver:0, passenger:0"
160,5.333,bifpn,0+1+2,ebike+driver+passenger,61.518,16.255,0,"ebike:0, driver:0, passenger:0"
160,5.333,yolov8n,1+3+0,bicycle+motorcycle+person,62.493,16.002,34,"bicycle:1, motorcycle:16, person:17"
161,5.367,baseline,0+1+2,ebike+driver+passenger,63.227,15.816,0,"ebike:0, driver:0, passenger:0"
161,5.367,bifpn,0+1+2,ebike+driver+passenger,61.313,16.310,0,"ebike:0, driver:0, passenger:0"
161,5.367,yolov8n,1+3+0,bicycle+motorcycle+person,65.163,15.346,30,"bicycle:1, motorcycle:15, person:14"
162,5.400,baseline,0+1+2,ebike+driver+passenger,59.392,16.837,0,"ebike:0, driver:0, passenger:0"
162,5.400,bifpn,0+1+2,ebike+driver+passenger,60.062,16.650,0,"ebike:0, driver:0, passenger:0"
162,5.400,yolov8n,1+3+0,bicycle+motorcycle+person,67.915,14.724,31,"bicycle:1, motorcycle:18, person:12"
163,5.433,baseline,0+1+2,ebike+driver+passenger,59.701,16.750,0,"ebike:0, driver:0, passenger:0"
163,5.433,bifpn,0+1+2,ebike+driver+passenger,59.652,16.764,0,"ebike:0, driver:0, passenger:0"
163,5.433,yolov8n,1+3+0,bicycle+motorcycle+person,60.601,16.502,30,"bicycle:0, motorcycle:18, person:12"
164,5.467,baseline,0+1+2,ebike+driver+passenger,58.840,16.995,0,"ebike:0, driver:0, passenger:0"
164,5.467,bifpn,0+1+2,ebike+driver+passenger,59.624,16.772,0,"ebike:0, driver:0, passenger:0"
164,5.467,yolov8n,1+3+0,bicycle+motorcycle+person,61.733,16.199,30,"bicycle:0, motorcycle:16, person:14"
165,5.500,baseline,0+1+2,ebike+driver+passenger,61.910,16.153,0,"ebike:0, driver:0, passenger:0"
165,5.500,bifpn,0+1+2,ebike+driver+passenger,60.494,16.530,0,"ebike:0, driver:0, passenger:0"
165,5.500,yolov8n,1+3+0,bicycle+motorcycle+person,64.842,15.422,33,"bicycle:0, motorcycle:19, person:14"
166,5.533,baseline,0+1+2,ebike+driver+passenger,58.747,17.022,0,"ebike:0, driver:0, passenger:0"
166,5.533,bifpn,0+1+2,ebike+driver+passenger,59.769,16.731,0,"ebike:0, driver:0, passenger:0"
166,5.533,yolov8n,1+3+0,bicycle+motorcycle+person,62.653,15.961,34,"bicycle:0, motorcycle:19, person:15"
167,5.567,baseline,0+1+2,ebike+driver+passenger,60.876,16.427,0,"ebike:0, driver:0, passenger:0"
167,5.567,bifpn,0+1+2,ebike+driver+passenger,61.085,16.371,0,"ebike:0, driver:0, passenger:0"
167,5.567,yolov8n,1+3+0,bicycle+motorcycle+person,64.141,15.591,34,"bicycle:0, motorcycle:19, person:15"
168,5.600,baseline,0+1+2,ebike+driver+passenger,60.966,16.403,0,"ebike:0, driver:0, passenger:0"
168,5.600,bifpn,0+1+2,ebike+driver+passenger,60.188,16.615,0,"ebike:0, driver:0, passenger:0"
168,5.600,yolov8n,1+3+0,bicycle+motorcycle+person,65.590,15.246,38,"bicycle:0, motorcycle:22, person:16"
169,5.633,baseline,0+1+2,ebike+driver+passenger,60.672,16.482,0,"ebike:0, driver:0, passenger:0"
169,5.633,bifpn,0+1+2,ebike+driver+passenger,59.311,16.860,0,"ebike:0, driver:0, passenger:0"
169,5.633,yolov8n,1+3+0,bicycle+motorcycle+person,64.435,15.519,39,"bicycle:0, motorcycle:21, person:18"
170,5.667,baseline,0+1+2,ebike+driver+passenger,60.017,16.662,0,"ebike:0, driver:0, passenger:0"
170,5.667,bifpn,0+1+2,ebike+driver+passenger,57.824,17.294,0,"ebike:0, driver:0, passenger:0"
170,5.667,yolov8n,1+3+0,bicycle+motorcycle+person,63.439,15.763,36,"bicycle:0, motorcycle:17, person:19"
171,5.700,baseline,0+1+2,ebike+driver+passenger,60.858,16.432,0,"ebike:0, driver:0, passenger:0"
171,5.700,bifpn,0+1+2,ebike+driver+passenger,58.599,17.065,0,"ebike:0, driver:0, passenger:0"
171,5.700,yolov8n,1+3+0,bicycle+motorcycle+person,64.115,15.597,33,"bicycle:0, motorcycle:18, person:15"
172,5.733,baseline,0+1+2,ebike+driver+passenger,60.355,16.569,0,"ebike:0, driver:0, passenger:0"
172,5.733,bifpn,0+1+2,ebike+driver+passenger,62.481,16.005,0,"ebike:0, driver:0, passenger:0"
172,5.733,yolov8n,1+3+0,bicycle+motorcycle+person,63.124,15.842,36,"bicycle:0, motorcycle:17, person:19"
173,5.767,baseline,0+1+2,ebike+driver+passenger,62.425,16.019,0,"ebike:0, driver:0, passenger:0"
173,5.767,bifpn,0+1+2,ebike+driver+passenger,60.266,16.593,0,"ebike:0, driver:0, passenger:0"
173,5.767,yolov8n,1+3+0,bicycle+motorcycle+person,61.719,16.203,38,"bicycle:0, motorcycle:18, person:20"
174,5.800,baseline,0+1+2,ebike+driver+passenger,62.747,15.937,0,"ebike:0, driver:0, passenger:0"
174,5.800,bifpn,0+1+2,ebike+driver+passenger,62.133,16.095,0,"ebike:0, driver:0, passenger:0"
174,5.800,yolov8n,1+3+0,bicycle+motorcycle+person,65.458,15.277,36,"bicycle:0, motorcycle:15, person:21"
175,5.833,baseline,0+1+2,ebike+driver+passenger,63.321,15.792,0,"ebike:0, driver:0, passenger:0"
175,5.833,bifpn,0+1+2,ebike+driver+passenger,65.487,15.270,0,"ebike:0, driver:0, passenger:0"
175,5.833,yolov8n,1+3+0,bicycle+motorcycle+person,65.788,15.200,33,"bicycle:0, motorcycle:14, person:19"
176,5.867,baseline,0+1+2,ebike+driver+passenger,62.349,16.039,0,"ebike:0, driver:0, passenger:0"
176,5.867,bifpn,0+1+2,ebike+driver+passenger,58.842,16.995,0,"ebike:0, driver:0, passenger:0"
176,5.867,yolov8n,1+3+0,bicycle+motorcycle+person,62.417,16.021,39,"bicycle:0, motorcycle:14, person:25"
177,5.900,baseline,0+1+2,ebike+driver+passenger,60.392,16.558,0,"ebike:0, driver:0, passenger:0"
177,5.900,bifpn,0+1+2,ebike+driver+passenger,60.348,16.571,0,"ebike:0, driver:0, passenger:0"
177,5.900,yolov8n,1+3+0,bicycle+motorcycle+person,63.136,15.839,35,"bicycle:0, motorcycle:14, person:21"
178,5.933,baseline,0+1+2,ebike+driver+passenger,62.367,16.034,0,"ebike:0, driver:0, passenger:0"
178,5.933,bifpn,0+1+2,ebike+driver+passenger,60.909,16.418,0,"ebike:0, driver:0, passenger:0"
178,5.933,yolov8n,1+3+0,bicycle+motorcycle+person,65.737,15.212,34,"bicycle:0, motorcycle:15, person:19"
179,5.967,baseline,0+1+2,ebike+driver+passenger,59.840,16.711,0,"ebike:0, driver:0, passenger:0"
179,5.967,bifpn,0+1+2,ebike+driver+passenger,60.017,16.662,0,"ebike:0, driver:0, passenger:0"
179,5.967,yolov8n,1+3+0,bicycle+motorcycle+person,62.052,16.116,32,"bicycle:0, motorcycle:13, person:19"
180,6.000,baseline,0+1+2,ebike+driver+passenger,59.997,16.667,0,"ebike:0, driver:0, passenger:0"
180,6.000,bifpn,0+1+2,ebike+driver+passenger,58.675,17.043,0,"ebike:0, driver:0, passenger:0"
180,6.000,yolov8n,1+3+0,bicycle+motorcycle+person,61.956,16.140,29,"bicycle:0, motorcycle:13, person:16"
181,6.033,baseline,0+1+2,ebike+driver+passenger,56.694,17.638,0,"ebike:0, driver:0, passenger:0"
181,6.033,bifpn,0+1+2,ebike+driver+passenger,59.917,16.690,0,"ebike:0, driver:0, passenger:0"
181,6.033,yolov8n,1+3+0,bicycle+motorcycle+person,61.067,16.375,33,"bicycle:0, motorcycle:13, person:20"
182,6.067,baseline,0+1+2,ebike+driver+passenger,59.841,16.711,0,"ebike:0, driver:0, passenger:0"
182,6.067,bifpn,0+1+2,ebike+driver+passenger,60.360,16.567,0,"ebike:0, driver:0, passenger:0"
182,6.067,yolov8n,1+3+0,bicycle+motorcycle+person,64.463,15.513,32,"bicycle:0, motorcycle:12, person:20"
183,6.100,baseline,0+1+2,ebike+driver+passenger,60.854,16.433,0,"ebike:0, driver:0, passenger:0"
183,6.100,bifpn,0+1+2,ebike+driver+passenger,59.652,16.764,0,"ebike:0, driver:0, passenger:0"
183,6.100,yolov8n,1+3+0,bicycle+motorcycle+person,60.228,16.604,32,"bicycle:0, motorcycle:11, person:21"
184,6.133,baseline,0+1+2,ebike+driver+passenger,57.670,17.340,0,"ebike:0, driver:0, passenger:0"
184,6.133,bifpn,0+1+2,ebike+driver+passenger,58.374,17.131,0,"ebike:0, driver:0, passenger:0"
184,6.133,yolov8n,1+3+0,bicycle+motorcycle+person,66.704,14.992,31,"bicycle:0, motorcycle:12, person:19"
185,6.167,baseline,0+1+2,ebike+driver+passenger,61.757,16.193,0,"ebike:0, driver:0, passenger:0"
185,6.167,bifpn,0+1+2,ebike+driver+passenger,58.754,17.020,0,"ebike:0, driver:0, passenger:0"
185,6.167,yolov8n,1+3+0,bicycle+motorcycle+person,64.019,15.620,27,"bicycle:0, motorcycle:11, person:16"
186,6.200,baseline,0+1+2,ebike+driver+passenger,61.253,16.326,0,"ebike:0, driver:0, passenger:0"
186,6.200,bifpn,0+1+2,ebike+driver+passenger,61.049,16.380,0,"ebike:0, driver:0, passenger:0"
186,6.200,yolov8n,1+3+0,bicycle+motorcycle+person,65.504,15.266,27,"bicycle:0, motorcycle:10, person:17"
187,6.233,baseline,0+1+2,ebike+driver+passenger,58.135,17.201,0,"ebike:0, driver:0, passenger:0"
187,6.233,bifpn,0+1+2,ebike+driver+passenger,56.651,17.652,0,"ebike:0, driver:0, passenger:0"
187,6.233,yolov8n,1+3+0,bicycle+motorcycle+person,62.180,16.082,29,"bicycle:0, motorcycle:10, person:19"
188,6.267,baseline,0+1+2,ebike+driver+passenger,58.668,17.045,0,"ebike:0, driver:0, passenger:0"
188,6.267,bifpn,0+1+2,ebike+driver+passenger,57.614,17.357,0,"ebike:0, driver:0, passenger:0"
188,6.267,yolov8n,1+3+0,bicycle+motorcycle+person,62.201,16.077,27,"bicycle:0, motorcycle:10, person:17"
189,6.300,baseline,0+1+2,ebike+driver+passenger,58.050,17.226,0,"ebike:0, driver:0, passenger:0"
189,6.300,bifpn,0+1+2,ebike+driver+passenger,62.209,16.075,0,"ebike:0, driver:0, passenger:0"
189,6.300,yolov8n,1+3+0,bicycle+motorcycle+person,65.565,15.252,32,"bicycle:0, motorcycle:11, person:21"
190,6.333,baseline,0+1+2,ebike+driver+passenger,60.637,16.491,0,"ebike:0, driver:0, passenger:0"
190,6.333,bifpn,0+1+2,ebike+driver+passenger,58.239,17.171,0,"ebike:0, driver:0, passenger:0"
190,6.333,yolov8n,1+3+0,bicycle+motorcycle+person,62.517,15.996,24,"bicycle:0, motorcycle:12, person:12"
191,6.367,baseline,0+1+2,ebike+driver+passenger,59.010,16.946,0,"ebike:0, driver:0, passenger:0"
191,6.367,bifpn,0+1+2,ebike+driver+passenger,61.367,16.295,0,"ebike:0, driver:0, passenger:0"
191,6.367,yolov8n,1+3+0,bicycle+motorcycle+person,62.668,15.957,22,"bicycle:0, motorcycle:11, person:11"
192,6.400,baseline,0+1+2,ebike+driver+passenger,58.661,17.047,0,"ebike:0, driver:0, passenger:0"
192,6.400,bifpn,0+1+2,ebike+driver+passenger,62.148,16.091,0,"ebike:0, driver:0, passenger:0"
192,6.400,yolov8n,1+3+0,bicycle+motorcycle+person,67.029,14.919,28,"bicycle:0, motorcycle:15, person:13"
193,6.433,baseline,0+1+2,ebike+driver+passenger,61.832,16.173,0,"ebike:0, driver:0, passenger:0"
193,6.433,bifpn,0+1+2,ebike+driver+passenger,61.207,16.338,0,"ebike:0, driver:0, passenger:0"
193,6.433,yolov8n,1+3+0,bicycle+motorcycle+person,62.771,15.931,31,"bicycle:0, motorcycle:15, person:16"
194,6.467,baseline,0+1+2,ebike+driver+passenger,59.235,16.882,0,"ebike:0, driver:0, passenger:0"
194,6.467,bifpn,0+1+2,ebike+driver+passenger,60.471,16.537,0,"ebike:0, driver:0, passenger:0"
194,6.467,yolov8n,1+3+0,bicycle+motorcycle+person,64.389,15.531,32,"bicycle:0, motorcycle:13, person:19"
195,6.500,baseline,0+1+2,ebike+driver+passenger,60.640,16.491,0,"ebike:0, driver:0, passenger:0"
195,6.500,bifpn,0+1+2,ebike+driver+passenger,60.901,16.420,0,"ebike:0, driver:0, passenger:0"
195,6.500,yolov8n,1+3+0,bicycle+motorcycle+person,64.419,15.523,35,"bicycle:0, motorcycle:11, person:24"
196,6.533,baseline,0+1+2,ebike+driver+passenger,60.734,16.465,0,"ebike:0, driver:0, passenger:0"
196,6.533,bifpn,0+1+2,ebike+driver+passenger,58.386,17.127,0,"ebike:0, driver:0, passenger:0"
196,6.533,yolov8n,1+3+0,bicycle+motorcycle+person,62.590,15.977,37,"bicycle:0, motorcycle:12, person:25"
197,6.567,baseline,0+1+2,ebike+driver+passenger,61.840,16.171,0,"ebike:0, driver:0, passenger:0"
197,6.567,bifpn,0+1+2,ebike+driver+passenger,64.105,15.599,0,"ebike:0, driver:0, passenger:0"
197,6.567,yolov8n,1+3+0,bicycle+motorcycle+person,64.386,15.531,37,"bicycle:0, motorcycle:11, person:26"
198,6.600,baseline,0+1+2,ebike+driver+passenger,61.595,16.235,0,"ebike:0, driver:0, passenger:0"
198,6.600,bifpn,0+1+2,ebike+driver+passenger,62.203,16.076,0,"ebike:0, driver:0, passenger:0"
198,6.600,yolov8n,1+3+0,bicycle+motorcycle+person,61.426,16.280,30,"bicycle:0, motorcycle:11, person:19"
199,6.633,baseline,0+1+2,ebike+driver+passenger,58.389,17.127,0,"ebike:0, driver:0, passenger:0"
199,6.633,bifpn,0+1+2,ebike+driver+passenger,61.073,16.374,0,"ebike:0, driver:0, passenger:0"
199,6.633,yolov8n,1+3+0,bicycle+motorcycle+person,63.633,15.715,37,"bicycle:0, motorcycle:16, person:21"
200,6.667,baseline,0+1+2,ebike+driver+passenger,67.045,14.915,0,"ebike:0, driver:0, passenger:0"
200,6.667,bifpn,0+1+2,ebike+driver+passenger,66.035,15.143,0,"ebike:0, driver:0, passenger:0"
200,6.667,yolov8n,1+3+0,bicycle+motorcycle+person,64.223,15.571,39,"bicycle:0, motorcycle:15, person:24"
201,6.700,baseline,0+1+2,ebike+driver+passenger,60.738,16.464,0,"ebike:0, driver:0, passenger:0"
201,6.700,bifpn,0+1+2,ebike+driver+passenger,58.676,17.043,0,"ebike:0, driver:0, passenger:0"
201,6.700,yolov8n,1+3+0,bicycle+motorcycle+person,63.975,15.631,43,"bicycle:0, motorcycle:18, person:25"
202,6.733,baseline,0+1+2,ebike+driver+passenger,60.784,16.452,0,"ebike:0, driver:0, passenger:0"
202,6.733,bifpn,0+1+2,ebike+driver+passenger,64.184,15.580,0,"ebike:0, driver:0, passenger:0"
202,6.733,yolov8n,1+3+0,bicycle+motorcycle+person,68.125,14.679,44,"bicycle:0, motorcycle:19, person:25"
203,6.767,baseline,0+1+2,ebike+driver+passenger,66.176,15.111,0,"ebike:0, driver:0, passenger:0"
203,6.767,bifpn,0+1+2,ebike+driver+passenger,67.491,14.817,0,"ebike:0, driver:0, passenger:0"
203,6.767,yolov8n,1+3+0,bicycle+motorcycle+person,69.947,14.296,44,"bicycle:1, motorcycle:17, person:26"
204,6.800,baseline,0+1+2,ebike+driver+passenger,66.759,14.979,0,"ebike:0, driver:0, passenger:0"
204,6.800,bifpn,0+1+2,ebike+driver+passenger,62.692,15.951,0,"ebike:0, driver:0, passenger:0"
204,6.800,yolov8n,1+3+0,bicycle+motorcycle+person,70.866,14.111,39,"bicycle:0, motorcycle:18, person:21"
205,6.833,baseline,0+1+2,ebike+driver+passenger,66.241,15.096,0,"ebike:0, driver:0, passenger:0"
205,6.833,bifpn,0+1+2,ebike+driver+passenger,66.500,15.038,0,"ebike:0, driver:0, passenger:0"
205,6.833,yolov8n,1+3+0,bicycle+motorcycle+person,69.315,14.427,35,"bicycle:0, motorcycle:17, person:18"
206,6.867,baseline,0+1+2,ebike+driver+passenger,68.318,14.637,0,"ebike:0, driver:0, passenger:0"
206,6.867,bifpn,0+1+2,ebike+driver+passenger,64.332,15.544,0,"ebike:0, driver:0, passenger:0"
206,6.867,yolov8n,1+3+0,bicycle+motorcycle+person,68.609,14.575,37,"bicycle:0, motorcycle:18, person:19"
207,6.900,baseline,0+1+2,ebike+driver+passenger,62.920,15.893,0,"ebike:0, driver:0, passenger:0"
207,6.900,bifpn,0+1+2,ebike+driver+passenger,65.697,15.221,0,"ebike:0, driver:0, passenger:0"
207,6.900,yolov8n,1+3+0,bicycle+motorcycle+person,67.201,14.881,39,"bicycle:0, motorcycle:18, person:21"
208,6.933,baseline,0+1+2,ebike+driver+passenger,61.664,16.217,0,"ebike:0, driver:0, passenger:0"
208,6.933,bifpn,0+1+2,ebike+driver+passenger,65.637,15.235,0,"ebike:0, driver:0, passenger:0"
208,6.933,yolov8n,1+3+0,bicycle+motorcycle+person,65.347,15.303,32,"bicycle:1, motorcycle:18, person:13"
209,6.967,baseline,0+1+2,ebike+driver+passenger,60.332,16.575,0,"ebike:0, driver:0, passenger:0"
209,6.967,bifpn,0+1+2,ebike+driver+passenger,61.047,16.381,0,"ebike:0, driver:0, passenger:0"
209,6.967,yolov8n,1+3+0,bicycle+motorcycle+person,63.842,15.664,34,"bicycle:1, motorcycle:15, person:18"
210,7.000,baseline,0+1+2,ebike+driver+passenger,61.031,16.385,0,"ebike:0, driver:0, passenger:0"
210,7.000,bifpn,0+1+2,ebike+driver+passenger,61.209,16.338,0,"ebike:0, driver:0, passenger:0"
210,7.000,yolov8n,1+3+0,bicycle+motorcycle+person,64.307,15.550,30,"bicycle:0, motorcycle:18, person:12"
211,7.033,baseline,0+1+2,ebike+driver+passenger,62.923,15.892,0,"ebike:0, driver:0, passenger:0"
211,7.033,bifpn,0+1+2,ebike+driver+passenger,62.079,16.108,0,"ebike:0, driver:0, passenger:0"
211,7.033,yolov8n,1+3+0,bicycle+motorcycle+person,63.354,15.784,34,"bicycle:0, motorcycle:19, person:15"
212,7.067,baseline,0+1+2,ebike+driver+passenger,66.298,15.084,0,"ebike:0, driver:0, passenger:0"
212,7.067,bifpn,0+1+2,ebike+driver+passenger,63.639,15.714,0,"ebike:0, driver:0, passenger:0"
212,7.067,yolov8n,1+3+0,bicycle+motorcycle+person,66.530,15.031,33,"bicycle:0, motorcycle:19, person:14"
213,7.100,baseline,0+1+2,ebike+driver+passenger,64.954,15.396,0,"ebike:0, driver:0, passenger:0"
213,7.100,bifpn,0+1+2,ebike+driver+passenger,62.476,16.006,0,"ebike:0, driver:0, passenger:0"
213,7.100,yolov8n,1+3+0,bicycle+motorcycle+person,65.895,15.176,38,"bicycle:0, motorcycle:18, person:20"
214,7.133,baseline,0+1+2,ebike+driver+passenger,62.339,16.041,0,"ebike:0, driver:0, passenger:0"
214,7.133,bifpn,0+1+2,ebike+driver+passenger,58.477,17.101,0,"ebike:0, driver:0, passenger:0"
214,7.133,yolov8n,1+3+0,bicycle+motorcycle+person,61.350,16.300,36,"bicycle:0, motorcycle:11, person:25"
215,7.167,baseline,0+1+2,ebike+driver+passenger,62.322,16.046,0,"ebike:0, driver:0, passenger:0"
215,7.167,bifpn,0+1+2,ebike+driver+passenger,61.749,16.195,0,"ebike:0, driver:0, passenger:0"
215,7.167,yolov8n,1+3+0,bicycle+motorcycle+person,63.808,15.672,31,"bicycle:0, motorcycle:11, person:20"
216,7.200,baseline,0+1+2,ebike+driver+passenger,59.432,16.826,0,"ebike:0, driver:0, passenger:0"
216,7.200,bifpn,0+1+2,ebike+driver+passenger,60.339,16.573,0,"ebike:0, driver:0, passenger:0"
216,7.200,yolov8n,1+3+0,bicycle+motorcycle+person,62.734,15.940,31,"bicycle:0, motorcycle:9, person:22"
217,7.233,baseline,0+1+2,ebike+driver+passenger,59.390,16.838,0,"ebike:0, driver:0, passenger:0"
217,7.233,bifpn,0+1+2,ebike+driver+passenger,59.237,16.881,0,"ebike:0, driver:0, passenger:0"
217,7.233,yolov8n,1+3+0,bicycle+motorcycle+person,61.191,16.342,24,"bicycle:0, motorcycle:11, person:13"
218,7.267,baseline,0+1+2,ebike+driver+passenger,58.087,17.215,0,"ebike:0, driver:0, passenger:0"
218,7.267,bifpn,0+1+2,ebike+driver+passenger,61.846,16.169,1,"ebike:1, driver:0, passenger:0"
218,7.267,yolov8n,1+3+0,bicycle+motorcycle+person,65.128,15.354,26,"bicycle:0, motorcycle:11, person:15"
219,7.300,baseline,0+1+2,ebike+driver+passenger,62.379,16.031,0,"ebike:0, driver:0, passenger:0"
219,7.300,bifpn,0+1+2,ebike+driver+passenger,62.117,16.099,1,"ebike:1, driver:0, passenger:0"
219,7.300,yolov8n,1+3+0,bicycle+motorcycle+person,64.319,15.548,33,"bicycle:0, motorcycle:14, person:19"
220,7.333,baseline,0+1+2,ebike+driver+passenger,60.139,16.628,0,"ebike:0, driver:0, passenger:0"
220,7.333,bifpn,0+1+2,ebike+driver+passenger,59.268,16.873,1,"ebike:1, driver:0, passenger:0"
220,7.333,yolov8n,1+3+0,bicycle+motorcycle+person,65.433,15.283,31,"bicycle:0, motorcycle:12, person:19"
221,7.367,baseline,0+1+2,ebike+driver+passenger,59.284,16.868,0,"ebike:0, driver:0, passenger:0"
221,7.367,bifpn,0+1+2,ebike+driver+passenger,57.314,17.448,0,"ebike:0, driver:0, passenger:0"
221,7.367,yolov8n,1+3+0,bicycle+motorcycle+person,61.297,16.314,34,"bicycle:0, motorcycle:11, person:23"
222,7.400,baseline,0+1+2,ebike+driver+passenger,60.205,16.610,0,"ebike:0, driver:0, passenger:0"
222,7.400,bifpn,0+1+2,ebike+driver+passenger,58.373,17.131,0,"ebike:0, driver:0, passenger:0"
222,7.400,yolov8n,1+3+0,bicycle+motorcycle+person,61.172,16.347,33,"bicycle:0, motorcycle:13, person:20"
223,7.433,baseline,0+1+2,ebike+driver+passenger,64.588,15.483,0,"ebike:0, driver:0, passenger:0"
223,7.433,bifpn,0+1+2,ebike+driver+passenger,64.245,15.565,1,"ebike:1, driver:0, passenger:0"
223,7.433,yolov8n,1+3+0,bicycle+motorcycle+person,64.437,15.519,28,"bicycle:0, motorcycle:11, person:17"
224,7.467,baseline,0+1+2,ebike+driver+passenger,57.788,17.305,0,"ebike:0, driver:0, passenger:0"
224,7.467,bifpn,0+1+2,ebike+driver+passenger,65.873,15.181,1,"ebike:1, driver:0, passenger:0"
224,7.467,yolov8n,1+3+0,bicycle+motorcycle+person,66.731,14.986,26,"bicycle:0, motorcycle:11, person:15"
225,7.500,baseline,0+1+2,ebike+driver+passenger,65.374,15.297,0,"ebike:0, driver:0, passenger:0"
225,7.500,bifpn,0+1+2,ebike+driver+passenger,61.013,16.390,1,"ebike:1, driver:0, passenger:0"
225,7.500,yolov8n,1+3+0,bicycle+motorcycle+person,64.050,15.613,26,"bicycle:0, motorcycle:11, person:15"
226,7.533,baseline,0+1+2,ebike+driver+passenger,62.784,15.928,0,"ebike:0, driver:0, passenger:0"
226,7.533,bifpn,0+1+2,ebike+driver+passenger,61.910,16.153,2,"ebike:2, driver:0, passenger:0"
226,7.533,yolov8n,1+3+0,bicycle+motorcycle+person,61.423,16.280,30,"bicycle:0, motorcycle:13, person:17"
227,7.567,baseline,0+1+2,ebike+driver+passenger,59.714,16.747,0,"ebike:0, driver:0, passenger:0"
227,7.567,bifpn,0+1+2,ebike+driver+passenger,61.323,16.307,1,"ebike:1, driver:0, passenger:0"
227,7.567,yolov8n,1+3+0,bicycle+motorcycle+person,63.485,15.752,27,"bicycle:0, motorcycle:11, person:16"
228,7.600,baseline,0+1+2,ebike+driver+passenger,63.272,15.805,0,"ebike:0, driver:0, passenger:0"
228,7.600,bifpn,0+1+2,ebike+driver+passenger,62.598,15.975,1,"ebike:1, driver:0, passenger:0"
228,7.600,yolov8n,1+3+0,bicycle+motorcycle+person,64.914,15.405,28,"bicycle:0, motorcycle:11, person:17"
229,7.633,baseline,0+1+2,ebike+driver+passenger,59.955,16.679,0,"ebike:0, driver:0, passenger:0"
229,7.633,bifpn,0+1+2,ebike+driver+passenger,63.735,15.690,1,"ebike:1, driver:0, passenger:0"
229,7.633,yolov8n,1+3+0,bicycle+motorcycle+person,67.477,14.820,25,"bicycle:0, motorcycle:12, person:13"
230,7.667,baseline,0+1+2,ebike+driver+passenger,61.255,16.325,0,"ebike:0, driver:0, passenger:0"
230,7.667,bifpn,0+1+2,ebike+driver+passenger,60.428,16.549,1,"ebike:1, driver:0, passenger:0"
230,7.667,yolov8n,1+3+0,bicycle+motorcycle+person,64.057,15.611,30,"bicycle:0, motorcycle:14, person:16"
231,7.700,baseline,0+1+2,ebike+driver+passenger,58.515,17.090,0,"ebike:0, driver:0, passenger:0"
231,7.700,bifpn,0+1+2,ebike+driver+passenger,61.466,16.269,1,"ebike:1, driver:0, passenger:0"
231,7.700,yolov8n,1+3+0,bicycle+motorcycle+person,63.002,15.872,31,"bicycle:0, motorcycle:14, person:17"
232,7.733,baseline,0+1+2,ebike+driver+passenger,59.918,16.690,0,"ebike:0, driver:0, passenger:0"
232,7.733,bifpn,0+1+2,ebike+driver+passenger,59.996,16.668,1,"ebike:1, driver:0, passenger:0"
232,7.733,yolov8n,1+3+0,bicycle+motorcycle+person,61.921,16.150,29,"bicycle:0, motorcycle:12, person:17"
233,7.767,baseline,0+1+2,ebike+driver+passenger,60.951,16.407,0,"ebike:0, driver:0, passenger:0"
233,7.767,bifpn,0+1+2,ebike+driver+passenger,60.037,16.656,0,"ebike:0, driver:0, passenger:0"
233,7.767,yolov8n,1+3+0,bicycle+motorcycle+person,64.562,15.489,28,"bicycle:0, motorcycle:13, person:15"
234,7.800,baseline,0+1+2,ebike+driver+passenger,59.134,16.911,0,"ebike:0, driver:0, passenger:0"
234,7.800,bifpn,0+1+2,ebike+driver+passenger,60.086,16.643,0,"ebike:0, driver:0, passenger:0"
234,7.800,yolov8n,1+3+0,bicycle+motorcycle+person,63.513,15.745,29,"bicycle:0, motorcycle:13, person:16"
235,7.833,baseline,0+1+2,ebike+driver+passenger,61.454,16.272,0,"ebike:0, driver:0, passenger:0"
235,7.833,bifpn,0+1+2,ebike+driver+passenger,63.415,15.769,0,"ebike:0, driver:0, passenger:0"
235,7.833,yolov8n,1+3+0,bicycle+motorcycle+person,63.116,15.844,33,"bicycle:0, motorcycle:14, person:19"
236,7.867,baseline,0+1+2,ebike+driver+passenger,59.294,16.865,0,"ebike:0, driver:0, passenger:0"
236,7.867,bifpn,0+1+2,ebike+driver+passenger,59.740,16.739,0,"ebike:0, driver:0, passenger:0"
236,7.867,yolov8n,1+3+0,bicycle+motorcycle+person,63.116,15.844,36,"bicycle:0, motorcycle:14, person:22"
237,7.900,baseline,0+1+2,ebike+driver+passenger,58.699,17.036,0,"ebike:0, driver:0, passenger:0"
237,7.900,bifpn,0+1+2,ebike+driver+passenger,57.769,17.310,0,"ebike:0, driver:0, passenger:0"
237,7.900,yolov8n,1+3+0,bicycle+motorcycle+person,61.722,16.202,36,"bicycle:0, motorcycle:14, person:22"
238,7.933,baseline,0+1+2,ebike+driver+passenger,60.890,16.423,0,"ebike:0, driver:0, passenger:0"
